Code;Edificio;Aula;Indirizzo;Coordinate;Capienza;N. PC;aulaInformatica;accessoDisabili;audio;banchiElettrificati;didatticaADistanza;documentCamera;lavagna;microfoni_fissi;microfoni_wireless;monitorTouch;pannelloControllo;postazionePcDocente;pred_hdmi_ospite;pred_vga_ospite;proiettore;puntoRistoro;rete;rete_wifi;sensore_ambientale;telecamera_amb_automatica;telecamera_amb_manuale;webConference;webcam
453;Palazzo Campana;Aula Informatica 2;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;28;17;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
454;Palazzo Campana;Aula Informatica 5;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;96;48;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;1;0;0
455;Palazzo Campana;Aula Istologia;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;30;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
456;Palazzo Campana;Aula Lagrange;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;35;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
457;Palazzo Campana;Aula Lessona;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;25;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
458;Palazzo Campana;Aula Lodi;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;16;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
459;Palazzo Campana;Aula Magna;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;99;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
460;Palazzo Campana;Aula Marro;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;30;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
461;Palazzo Campana;Aula Monod;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;36;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
462;Palazzo Campana;Aula Spallanzani;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;160;123;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1
463;Palazzo Campana;Sala Orsi;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;27;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1
464;Palazzo Campana;Sala Professori;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;Palazzo Campana;Sala S;Via Carlo Alberto, 10, Torino;45.0118674, 7.8257177;45;0;0;0;1;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1
466;Palazzo Nuovo;Auditorium Quazza (no prenot);Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;72;0;0;0;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
467;Palazzo Nuovo;Aula 1;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;480;0;0;0;1;0;1;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1
468;Palazzo Nuovo;Aula 10;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
469;Palazzo Nuovo;Aula 11;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
470;Palazzo Nuovo;Aula 12;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
471;Palazzo Nuovo;Aula 13;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
472;Palazzo Nuovo;Aula 14;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
473;Palazzo Nuovo;Aula 15;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;121;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
474;Palazzo Nuovo;Aula 16;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
475;Palazzo Nuovo;Aula 17;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
476;Palazzo Nuovo;Aula 18;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;112;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
477;Palazzo Nuovo;Aula 19;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;93;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
478;Palazzo Nuovo;Aula 2;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;240;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
479;Palazzo Nuovo;Aula 20;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;41;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
480;Palazzo Nuovo;Aula 21;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;21;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
481;Palazzo Nuovo;Aula 22;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;18;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
482;Palazzo Nuovo;Aula 23;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;18;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
483;Palazzo Nuovo;Aula 24;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;18;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
484;Palazzo Nuovo;Aula 25;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;20;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
485;Palazzo Nuovo;Aula 3 Magna P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;460;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
486;Palazzo Nuovo;Aula 32;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;217;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
487;Palazzo Nuovo;Aula 33;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1
488;Palazzo Nuovo;Aula 34;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1
489;Palazzo Nuovo;Aula 35;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1
490;Palazzo Nuovo;Aula 36;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1
491;Palazzo Nuovo;Aula 37;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1
492;Palazzo Nuovo;Aula 38;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
493;Palazzo Nuovo;Aula 39;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;160;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
494;Palazzo Nuovo;Aula 4 P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;69;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
495;Palazzo Nuovo;Aula 5 P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;70;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
496;Palazzo Nuovo;Aula 6 P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;71;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
497;Palazzo Nuovo;Aula 7 P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;48;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
498;Palazzo Nuovo;Aula 8 P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;48;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
499;Palazzo Nuovo;Aula 9 P.N;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;50;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
500;Palazzo Nuovo;Aula di Antica (no prenot);Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;25;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
501;Palazzo Nuovo;Aula di Medievale (no prenot);Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1
502;Palazzo Nuovo;Sala Lauree ex Lettere;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;56;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
503;Palazzo Nuovo;Sala Lauree Gallino (no prenot);Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;35;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1
504;Palazzo Nuovo;Sala Lauree Terracini;Via Sant'Ottavio, 20, Torino;45.067977, 7.6941289;113;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1
505;Palazzo Simoni;Aula 301;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
506;Palazzo Simoni;Aula 302;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;Palazzo Simoni;Aula 304;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
508;Palazzo Simoni;Aula 305;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;Palazzo Simoni;Aula 306;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;Palazzo Simoni;Aula 307;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
511;Palazzo Simoni;Aula 308;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
512;Palazzo Simoni;Aula 309;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
513;Palazzo Simoni;Aula 310;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;Palazzo Simoni;Aula 311;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;Palazzo Simoni;Aula 312;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
516;Palazzo Simoni;Aula 313;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517;Palazzo Simoni;Aula 314;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;Palazzo Simoni;Aula 315;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
519;Palazzo Simoni;Aula 316;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;Palazzo Simoni;Aula 317;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;Palazzo Simoni;Aula 318;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
522;Palazzo Simoni;Aula 319;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
523;Palazzo Simoni;Aula 320;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;Palazzo Simoni;Aula 321;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
525;Palazzo Simoni;Aula 322;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;Palazzo Simoni;Aula 323;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;Palazzo Simoni;Aula 324;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;Palazzo Simoni;Aula 325;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;Palazzo Simoni;Aula 326;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;Palazzo Simoni;Aula 327;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
531;Palazzo Simoni;Aula 329;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
532;Palazzo Simoni;Aula 331;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
533;Palazzo Simoni;Aula A5;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
534;Palazzo Simoni;Aula_303;Corso Galileo Ferraris, 29, Torino;45.055533, 7.6639525;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
535;Palazzo Venturi;Aula 1A Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;93;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
536;Palazzo Venturi;Aula 1B Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;43;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
537;Palazzo Venturi;Aula 2A Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;37;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
538;Palazzo Venturi;Aula 2B Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;48;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;Palazzo Venturi;Aula 2C venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;24;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;Palazzo Venturi;Aula 2D Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;24;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
541;Palazzo Venturi;Aula 2E Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;48;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
542;Palazzo Venturi;Aula 2F Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;57;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;Palazzo Venturi;Aula L Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;97;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
544;Palazzo Venturi;Aula M Venturi;Via Verdi, 25, Torino;45.0687566, 7.6916649;150;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
545;Palazzo Venturi;Aula P;Via Verdi, 25, Torino;45.0687566, 7.6916649;67;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
546;Plana;Aula A;Via Plana, 10, Torino;45.06410255, 7.692050401836395;180;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0
547;Plana;Aula D Thin Client;Via Plana, 10, Torino;45.06410255, 7.692050401836395;21;26;1;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1
548;Plana;Aula E;Via Plana, 10, Torino;45.06410255, 7.692050401836395;42;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
549;Plana;Aula F;Via Plana, 10, Torino;45.06410255, 7.692050401836395;96;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0
550;Plana;Aula G;Via Plana, 10, Torino;45.06410255, 7.692050401836395;63;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0
551;Plana;Aula H;Via Plana, 10, Torino;45.06410255, 7.692050401836395;42;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0
552;Plana;Aula I Thin Client;Via Plana, 10, Torino;45.06410255, 7.692050401836395;24;13;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0
553;Plana;Aula L;Via Plana, 10, Torino;45.06410255, 7.692050401836395;96;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
554;Plana;Aula M;Via Plana, 10, Torino;45.06410255, 7.692050401836395;63;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
555;Plana;Aula N;Via Plana, 10, Torino;45.06410255, 7.692050401836395;42;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0
556;Plana;Aula P;Via Plana, 10, Torino;45.06410255, 7.692050401836395;48;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
557;Polo Teologico;Aula 8 Polo Teologico (prenotabile dal lunedì al giovedì 08:00-17:00, e il venerdì 08:00-13:00);Via XX Settembre, 83, Torino;45.0728706, 7.6843274;80;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;Polo Teologico;Aula Magna Polo-Teologico (prenotabile dal lunedì al giovedì 08:00-17:00, e il venerdì 08:00-13:00);Via XX Settembre, 83, Torino;45.0728706, 7.6843274;140;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;Polo Teologico;Sala Artistica Polo Teologico (prenotabile dal lunedì al giovedì 08:00-17:00, e il venerdì 08:00-13:00;Via XX Settembre, 83, Torino;45.0728706, 7.6843274;70;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;San Luigi Gonzaga;Aula Arancione;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;105;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1
561;San Luigi Gonzaga;Aula Blu;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;105;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1
562;San Luigi Gonzaga;Aula Gialla;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;105;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1
563;San Luigi Gonzaga;Aula Informatica;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;40;40;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;1;0;0;1
564;San Luigi Gonzaga;Aula Microscopi;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;35;1;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
565;San Luigi Gonzaga;Aula Pescetti;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;70;1;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1
566;San Luigi Gonzaga;Aula Riunioni 1;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
567;San Luigi Gonzaga;Aula Rossa;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;105;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1
568;San Luigi Gonzaga;Aula Seminari;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;80;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1
569;San Luigi Gonzaga;Aula Verde;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;100;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1
570;San Luigi Gonzaga;Aula Viola - San Luigi;Regione Gonzole, 10, Orbassano;45.0294529, 7.5571538;105;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1
571;School of Management - SAA;Aula 1 (Corridoio D);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;65;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
572;School of Management - SAA;Aula 1 Palavela;Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;180;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
573;School of Management - SAA;Aula 10 (Corridoio B);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;55;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
574;School of Management - SAA;Aula 11 (Corridoio B);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;100;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
575;School of Management - SAA;Aula 12 (Corridoio B);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
576;School of Management - SAA;Aula 13 (Corridoio B);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
577;School of Management - SAA;Aula 14 (Corridoio A);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
578;School of Management - SAA;Aula 15 (Corridoio A);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
579;School of Management - SAA;Aula 2 (Corridoio D);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;150;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
580;School of Management - SAA;Aula 2 Palavela;Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;80;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
581;School of Management - SAA;Aula 3 (Corridoio D);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;190;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
582;School of Management - SAA;Aula 4 (Corridoio D);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;65;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
583;School of Management - SAA;Aula 5 (Corridoio D);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;170;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
584;School of Management - SAA;Aula 6-7 (Corridoio C);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;65;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
585;School of Management - SAA;Aula 8 (Corridoio C);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
586;School of Management - SAA;Aula 9 (Corridoio B);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
587;School of Management - SAA;Aula d'Onore (Corridoio C);Via Ventimiglia, 115, Torino;45.0265155, 7.6693435;160;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
