Address1,Address2,Distance
"Corso Massimo D'Azeglio, 52, Torino","Via Cherasco, 23, Torino",1.48
"Corso Massimo D'Azeglio, 52, Torino","Via Ventimiglia, 3, Torino",1.71
"Corso Massimo D'Azeglio, 52, Torino","Via Ventimiglia, 145, Torino",3.03
"Corso Massimo D'Azeglio, 52, Torino","Via Giulia di Barolo, 3/a, Torino",2.22
"Corso Massimo D'Azeglio, 52, Torino","Via dell'Arsenale, 22, Torino",1.92
"Corso Massimo D'Azeglio, 52, Torino","Via Verdi, 10, Torino",2.3
"Corso Massimo D'Azeglio, 52, Torino","Via Carlo Alberto, 10, Torino",12.19
"Corso Galileo Ferraris, 29, Torino","Corso Massimo D'Azeglio, 52, Torino",1.46
"Corso Massimo D'Azeglio, 52, Torino","Via Verdi, 25, Torino",2.32
"Corso Massimo D'Azeglio, 52, Torino","Via Plana, 10, Torino",1.86
"Corso Massimo D'Azeglio, 52, Torino","Via XX Settembre, 83, Torino",2.62
"Corso Massimo D'Azeglio, 52, Torino","Regione Gonzole, 10, Orbassano",9.97
"Corso Massimo D'Azeglio, 52, Torino","Corso Unione Sovietica, 218 bis, Torino",2.61
"Corso Massimo D'Azeglio, 52, Torino","Via Filadelfia, 73, Torino",3.62
"Corso Massimo D'Azeglio, 15/b, Torino","Corso Massimo D'Azeglio, 52, Torino",0.08
"Corso Massimo D'Azeglio, 52, Torino","Via Pietro Giuria, 15, Torino",0.06
"Corso Massimo D'Azeglio, 52, Torino","Via Michelangelo, 25, Torino",7.86
"Corso Massimo D'Azeglio, 52, Torino","Via Sant'Ottavio, 54, Torino",2.74
"Corso Regina Margherita, 60, Torino","Via Cherasco, 15, Torino",4.23
"Corso S.Maurizio 31/a, Torino","Via Cherasco, 15, Torino",3.99
"Largo Paolo Braccini, 2, Grugliasco","Via Cherasco, 15, Torino",7.1
"Via Cherasco, 15, Torino","Via Quarello, 15/A, Torino",4.97
"Via Cherasco, 15, Torino","Via Po, 30, Torino",3.49
"Via Cherasco, 15, Torino","Via XX Settembre, 15, Torino",3.01
"Piazza Castello, 9, Torino","Via Cherasco, 15, Torino",3.65
"Via Cherasco, 15, Torino","Via Nizza, 262, Torino",0.87
"Via Cherasco, 15, Torino","Via San Giacomo, 2, Beinasco",6.15
"Corso Massimo D'Azeglio, 50, Torino","Via Cherasco, 15, Torino",1.44
"Corso Raffaello, 30, Torino","Via Cherasco, 15, Torino",1.47
"Via Cherasco, 15, Torino","Via Pietro Giuria, 7, Torino",1.57
"Via Cherasco, 15, Torino","Via Pessinetto, 12, Torino",5.8
"Via Cherasco, 15, Torino","Via Michelangelo, 27, Torino",1.41
"Via Cherasco, 15, Torino","Via Valperga Caluso, 35, Torino",1.7
"Via Cherasco, 15, Torino","Viale Pier Andrea Mattioli, 25, Torino",2.13
"Via Cherasco, 15, Torino","Via Pietro Giuria, 9, Torino",1.54
"Via Cherasco, 15, Torino","Via Gabriele Chiabrera, 27, Torino",0.92
"Via Cherasco, 15, Torino","Via Po, 18, Torino",3.57
"Corso Regina Margherita, 211, Torino","Via Cherasco, 15, Torino",5.0
"Via Cherasco, 15, Torino","Via Montebello, 28 bis, Torino",3.96
"Corso Massimo D'Azeglio, 42, Torino","Via Cherasco, 15, Torino",1.75
"Via Antonio Rosmini, 4/a, Torino","Via Cherasco, 15, Torino",1.14
"Via Cherasco, 15, Torino","Via Nizza, 230, Torino",0.82
"Via Cherasco, 15, Torino","Via Nizza, 52, Torino",1.28
"Corso Bramante, 88, Torino","Via Cherasco, 15, Torino",0.36
"Corso Achille Mario Dogliotti, 14, Torino","Via Cherasco, 15, Torino",0.35
"Corso Dogliotti, 38, Torino","Via Cherasco, 15, Torino",0.27
"Via Cherasco, 11, Torino","Via Cherasco, 15, Torino",0.05
"Via Cherasco, 15, Torino","Via Cherasco, 15, Torino",0.0
"Via Cherasco, 15, Torino","Via Genova, 3, Torino",0.29
"Via Cherasco, 15, Torino","Via Santena, 5 bis, Torino",0.21
"Via Cherasco, 15, Torino","Via Santena, 7, Torino",0.25
"Via Cherasco, 15, Torino","Via Santena, 9, Torino",0.26
"Via Cherasco, 15, Torino","Via Zuretti, 29, Torino",0.6
"Via Cherasco, 15, Torino","Via Juvarra, 19, Torino",3.98
"Largo Polonia, 94, Torino","Via Cherasco, 15, Torino",0.45
"Via Cherasco, 15, Torino","Via Cherasco, 23, Torino",0.13
"Via Cherasco, 15, Torino","Via Ventimiglia, 3, Torino",0.41
"Via Cherasco, 15, Torino","Via Ventimiglia, 145, Torino",1.72
"Via Cherasco, 15, Torino","Via Giulia di Barolo, 3/a, Torino",3.57
"Via Cherasco, 15, Torino","Via dell'Arsenale, 22, Torino",3.16
"Via Cherasco, 15, Torino","Via Verdi, 10, Torino",3.65
"Via Carlo Alberto, 10, Torino","Via Cherasco, 15, Torino",12.43
"Corso Galileo Ferraris, 29, Torino","Via Cherasco, 15, Torino",1.99
"Via Cherasco, 15, Torino","Via Verdi, 25, Torino",3.67
"Via Cherasco, 15, Torino","Via Plana, 10, Torino",3.22
"Via Cherasco, 15, Torino","Via XX Settembre, 83, Torino",3.91
"Regione Gonzole, 10, Orbassano","Via Cherasco, 15, Torino",9.16
"Corso Unione Sovietica, 218 bis, Torino","Via Cherasco, 15, Torino",1.66
"Via Cherasco, 15, Torino","Via Filadelfia, 73, Torino",3.08
"Corso Massimo D'Azeglio, 15/b, Torino","Via Cherasco, 15, Torino",1.38
"Via Cherasco, 15, Torino","Via Pietro Giuria, 15, Torino",1.36
"Via Cherasco, 15, Torino","Via Michelangelo, 25, Torino",7.63
"Via Cherasco, 15, Torino","Via Sant'Ottavio, 54, Torino",4.09
"Corso Regina Margherita, 60, Torino","Via Rosmini, 4/A, Torino",3.26
"Corso S.Maurizio 31/a, Torino","Via Rosmini, 4/A, Torino",2.98
"Lungo Dora Siena, 100, Torino","Via Rosmini, 4/A, Torino",3.46
"Largo Paolo Braccini, 2, Grugliasco","Via Rosmini, 4/A, Torino",6.68
"Via Quarello, 15/A, Torino","Via Rosmini, 4/A, Torino",5.61
"Via Po, 30, Torino","Via Rosmini, 4/A, Torino",2.51
"Via Rosmini, 4/A, Torino","Via XX Settembre, 15, Torino",1.9
"Piazza Castello, 9, Torino","Via Rosmini, 4/A, Torino",2.59
"Via Nizza, 262, Torino","Via Rosmini, 4/A, Torino",1.91
"Via Rosmini, 4/A, Torino","Via San Giacomo, 2, Beinasco",6.44
"Via Rosmini, 4/A, Torino","Via Sant'Ottavio, 18, Torino",2.66
"Corso Massimo D'Azeglio, 50, Torino","Via Rosmini, 4/A, Torino",0.67
"Corso Massimo D'Azeglio, 52, Torino","Via Rosmini, 4/A, Torino",0.61
"Corso Raffaello, 30, Torino","Via Rosmini, 4/A, Torino",0.66
"Via Pietro Giuria, 7, Torino","Via Rosmini, 4/A, Torino",0.71
"Via Pietro Giuria, 1, Torino","Via Rosmini, 4/A, Torino",0.79
"Via Pessinetto, 12, Torino","Via Rosmini, 4/A, Torino",4.69
"Via Michelangelo, 27, Torino","Via Rosmini, 4/A, Torino",0.65
"Via Rosmini, 4/A, Torino","Via Valperga Caluso, 35, Torino",0.82
"Via Rosmini, 4/A, Torino","Viale Pier Andrea Mattioli, 25, Torino",1.27
"Via Pietro Giuria, 9, Torino","Via Rosmini, 4/A, Torino",0.71
"Via Gabriele Chiabrera, 27, Torino","Via Rosmini, 4/A, Torino",0.71
"Via Po, 18, Torino","Via Rosmini, 4/A, Torino",2.55
"Corso Regina Margherita, 211, Torino","Via Rosmini, 4/A, Torino",3.88
"Via Montebello, 28 bis, Torino","Via Rosmini, 4/A, Torino",2.97
"Corso Massimo D'Azeglio, 42, Torino","Via Rosmini, 4/A, Torino",0.89
"Via Antonio Rosmini, 4/a, Torino","Via Rosmini, 4/A, Torino",0.0
"Via Nizza, 230, Torino","Via Rosmini, 4/A, Torino",1.84
"Via Nizza, 52, Torino","Via Rosmini, 4/A, Torino",0.17
"Corso Bramante, 88, Torino","Via Rosmini, 4/A, Torino",0.82
"Corso Achille Mario Dogliotti, 14, Torino","Via Rosmini, 4/A, Torino",0.97
"Corso Dogliotti, 38, Torino","Via Rosmini, 4/A, Torino",1.12
"Via Cherasco, 11, Torino","Via Rosmini, 4/A, Torino",1.09
"Via Cherasco, 15, Torino","Via Rosmini, 4/A, Torino",1.14
"Via Genova, 3, Torino","Via Rosmini, 4/A, Torino",0.85
"Via Rosmini, 4/A, Torino","Via Santena, 5 bis, Torino",1.31
"Via Rosmini, 4/A, Torino","Via Santena, 7, Torino",1.32
"Via Rosmini, 4/A, Torino","Via Santena, 9, Torino",1.32
"Via Rosmini, 4/A, Torino","Via Zuretti, 29, Torino",1.73
"Via Juvarra, 19, Torino","Via Rosmini, 4/A, Torino",2.84
"Largo Polonia, 94, Torino","Via Rosmini, 4/A, Torino",1.56
"Via Cherasco, 23, Torino","Via Rosmini, 4/A, Torino",1.26
"Via Rosmini, 4/A, Torino","Via Ventimiglia, 3, Torino",1.54
"Via Rosmini, 4/A, Torino","Via Ventimiglia, 145, Torino",2.85
"Via Giulia di Barolo, 3/a, Torino","Via Rosmini, 4/A, Torino",2.64
"Via Rosmini, 4/A, Torino","Via dell'Arsenale, 22, Torino",2.04
"Via Rosmini, 4/A, Torino","Via Verdi, 10, Torino",2.62
"Via Carlo Alberto, 10, Torino","Via Rosmini, 4/A, Torino",12.74
"Via Rosmini, 4/A, Torino","Via Sant'Ottavio, 20, Torino",2.71
"Corso Galileo Ferraris, 29, Torino","Via Rosmini, 4/A, Torino",1.01
"Via Rosmini, 4/A, Torino","Via Verdi, 25, Torino",2.66
"Via Plana, 10, Torino","Via Rosmini, 4/A, Torino",2.27
"Via Rosmini, 4/A, Torino","Via XX Settembre, 83, Torino",2.82
"Regione Gonzole, 10, Orbassano","Via Rosmini, 4/A, Torino",9.36
"Via Rosmini, 4/A, Torino","Via Ventimiglia, 115, Torino",2.5
"Corso Unione Sovietica, 218 bis, Torino","Via Rosmini, 4/A, Torino",2.06
"Via Filadelfia, 73, Torino","Via Rosmini, 4/A, Torino",3.01
"Corso Massimo D'Azeglio, 15/b, Torino","Via Rosmini, 4/A, Torino",0.7
"Via Pietro Giuria, 15, Torino","Via Rosmini, 4/A, Torino",0.56
"Via Michelangelo, 25, Torino","Via Rosmini, 4/A, Torino",7.28
"Via Rosmini, 4/A, Torino","Via Sant'Ottavio, 54, Torino",3.14
"Corso Regina Margherita, 60, Torino","Regione Gonzole, 10, Orbassano (TO)",12.05
"Corso S.Maurizio 31/a, Torino","Regione Gonzole, 10, Orbassano (TO)",11.69
"Lungo Dora Siena, 100, Torino","Regione Gonzole, 10, Orbassano (TO)",12.22
"Largo Paolo Braccini, 2, Grugliasco","Regione Gonzole, 10, Orbassano (TO)",5.01
"Regione Gonzole, 10, Orbassano (TO)","Via Quarello, 15/A, Torino",4.9
"Regione Gonzole, 10, Orbassano (TO)","Via Po, 30, Torino",11.39
"Regione Gonzole, 10, Orbassano (TO)","Via XX Settembre, 15, Torino",10.41
"Piazza Castello, 9, Torino","Regione Gonzole, 10, Orbassano (TO)",11.17
"Regione Gonzole, 10, Orbassano (TO)","Via Nizza, 262, Torino",8.59
"Regione Gonzole, 10, Orbassano (TO)","Via San Giacomo, 2, Beinasco",3.03
"Regione Gonzole, 10, Orbassano (TO)","Via Sant'Ottavio, 18, Torino",11.59
"Corso Massimo D'Azeglio, 50, Torino","Regione Gonzole, 10, Orbassano (TO)",10.03
"Corso Massimo D'Azeglio, 52, Torino","Regione Gonzole, 10, Orbassano (TO)",9.97
"Corso Raffaello, 30, Torino","Regione Gonzole, 10, Orbassano (TO)",10.02
"Regione Gonzole, 10, Orbassano (TO)","Via Pietro Giuria, 7, Torino",10.06
"Regione Gonzole, 10, Orbassano (TO)","Via Pietro Giuria, 1, Torino",10.13
"Regione Gonzole, 10, Orbassano (TO)","Via Pessinetto, 12, Torino",10.48
"Regione Gonzole, 10, Orbassano (TO)","Via Michelangelo, 27, Torino",10.01
"Regione Gonzole, 10, Orbassano (TO)","Via Valperga Caluso, 35, Torino",10.14
"Regione Gonzole, 10, Orbassano (TO)","Viale Pier Andrea Mattioli, 25, Torino",10.55
"Regione Gonzole, 10, Orbassano (TO)","Via Pietro Giuria, 9, Torino",10.06
"Regione Gonzole, 10, Orbassano (TO)","Via Gabriele Chiabrera, 27, Torino",9.83
"Regione Gonzole, 10, Orbassano (TO)","Via Po, 18, Torino",11.33
"Corso Regina Margherita, 211, Torino","Regione Gonzole, 10, Orbassano (TO)",10.28
"Regione Gonzole, 10, Orbassano (TO)","Via Montebello, 28 bis, Torino",11.74
"Corso Massimo D'Azeglio, 42, Torino","Regione Gonzole, 10, Orbassano (TO)",10.22
"Regione Gonzole, 10, Orbassano (TO)","Via Antonio Rosmini, 4/a, Torino",9.36
"Regione Gonzole, 10, Orbassano (TO)","Via Nizza, 230, Torino",8.58
"Regione Gonzole, 10, Orbassano (TO)","Via Nizza, 52, Torino",9.49
"Corso Bramante, 88, Torino","Regione Gonzole, 10, Orbassano (TO)",9.35
"Corso Achille Mario Dogliotti, 14, Torino","Regione Gonzole, 10, Orbassano (TO)",9.46
"Corso Dogliotti, 38, Torino","Regione Gonzole, 10, Orbassano (TO)",9.42
"Regione Gonzole, 10, Orbassano (TO)","Via Cherasco, 11, Torino",9.17
"Regione Gonzole, 10, Orbassano (TO)","Via Cherasco, 15, Torino",9.16
"Regione Gonzole, 10, Orbassano (TO)","Via Genova, 3, Torino",9.18
"Regione Gonzole, 10, Orbassano (TO)","Via Santena, 5 bis, Torino",9.27
"Regione Gonzole, 10, Orbassano (TO)","Via Santena, 7, Torino",9.32
"Regione Gonzole, 10, Orbassano (TO)","Via Santena, 9, Torino",9.33
"Regione Gonzole, 10, Orbassano (TO)","Via Zuretti, 29, Torino",9.18
"Regione Gonzole, 10, Orbassano (TO)","Via Juvarra, 19, Torino",10.25
"Largo Polonia, 94, Torino","Regione Gonzole, 10, Orbassano (TO)",9.31
"Regione Gonzole, 10, Orbassano (TO)","Via Cherasco, 23, Torino",9.11
"Regione Gonzole, 10, Orbassano (TO)","Via Ventimiglia, 3, Torino",9.15
"Regione Gonzole, 10, Orbassano (TO)","Via Ventimiglia, 145, Torino",8.85
"Regione Gonzole, 10, Orbassano (TO)","Via Giulia di Barolo, 3/a, Torino",11.63
"Regione Gonzole, 10, Orbassano (TO)","Via dell'Arsenale, 22, Torino",10.43
"Regione Gonzole, 10, Orbassano (TO)","Via Verdi, 10, Torino",11.35
"Regione Gonzole, 10, Orbassano (TO)","Via Carlo Alberto, 10, Torino",21.26
"Regione Gonzole, 10, Orbassano (TO)","Via Sant'Ottavio, 20, Torino",11.61
"Corso Galileo Ferraris, 29, Torino","Regione Gonzole, 10, Orbassano (TO)",8.9
"Regione Gonzole, 10, Orbassano (TO)","Via Verdi, 25, Torino",11.46
"Regione Gonzole, 10, Orbassano (TO)","Via Plana, 10, Torino",11.3
"Regione Gonzole, 10, Orbassano (TO)","Via XX Settembre, 83, Torino",11.12
"Regione Gonzole, 10, Orbassano","Regione Gonzole, 10, Orbassano (TO)",0.0
"Regione Gonzole, 10, Orbassano (TO)","Via Ventimiglia, 115, Torino",8.85
"Corso Unione Sovietica, 218 bis, Torino","Regione Gonzole, 10, Orbassano (TO)",7.5
"Regione Gonzole, 10, Orbassano (TO)","Via Filadelfia, 73, Torino",6.37
"Corso Massimo D'Azeglio, 15/b, Torino","Regione Gonzole, 10, Orbassano (TO)",10.05
"Regione Gonzole, 10, Orbassano (TO)","Via Pietro Giuria, 15, Torino",9.92
"Regione Gonzole, 10, Orbassano (TO)","Via Michelangelo, 25, Torino",4.43
"Regione Gonzole, 10, Orbassano (TO)","Via Sant'Ottavio, 54, Torino",11.98
"Corso Regina Margherita, 60, Torino","Via Verdi, 10,Torino",0.7
"Corso S.Maurizio 31/a, Torino","Via Verdi, 10,Torino",0.37
"Lungo Dora Siena, 100, Torino","Via Verdi, 10,Torino",0.89
"Largo Paolo Braccini, 2, Grugliasco","Via Verdi, 10,Torino",7.72
"Via Quarello, 15/A, Torino","Via Verdi, 10,Torino",8.12
"Via Po, 30, Torino","Via Verdi, 10,Torino",0.26
"Via Verdi, 10,Torino","Via XX Settembre, 15, Torino",0.94
"Piazza Castello, 9, Torino","Via Verdi, 10,Torino",0.26
"Via Nizza, 262, Torino","Via Verdi, 10,Torino",4.49
"Via San Giacomo, 2, Beinasco","Via Verdi, 10,Torino",8.63
"Via Sant'Ottavio, 18, Torino","Via Verdi, 10,Torino",0.39
"Corso Massimo D'Azeglio, 50, Torino","Via Verdi, 10,Torino",2.22
"Corso Massimo D'Azeglio, 52, Torino","Via Verdi, 10,Torino",2.3
"Corso Raffaello, 30, Torino","Via Verdi, 10,Torino",2.18
"Via Pietro Giuria, 7, Torino","Via Verdi, 10,Torino",2.08
"Via Pietro Giuria, 1, Torino","Via Verdi, 10,Torino",2.0
"Via Pessinetto, 12, Torino","Via Verdi, 10,Torino",3.35
"Via Michelangelo, 27, Torino","Via Verdi, 10,Torino",2.24
"Via Valperga Caluso, 35, Torino","Via Verdi, 10,Torino",1.95
"Via Verdi, 10,Torino","Viale Pier Andrea Mattioli, 25, Torino",1.57
"Via Pietro Giuria, 9, Torino","Via Verdi, 10,Torino",2.11
"Via Gabriele Chiabrera, 27, Torino","Via Verdi, 10,Torino",2.78
"Via Po, 18, Torino","Via Verdi, 10,Torino",0.1
"Corso Regina Margherita, 211, Torino","Via Verdi, 10,Torino",2.61
"Via Montebello, 28 bis, Torino","Via Verdi, 10,Torino",0.39
"Corso Massimo D'Azeglio, 42, Torino","Via Verdi, 10,Torino",1.91
"Via Antonio Rosmini, 4/a, Torino","Via Verdi, 10,Torino",2.62
"Via Nizza, 230, Torino","Via Verdi, 10,Torino",4.43
"Via Nizza, 52, Torino","Via Verdi, 10,Torino",2.45
"Corso Bramante, 88, Torino","Via Verdi, 10,Torino",3.29
"Corso Achille Mario Dogliotti, 14, Torino","Via Verdi, 10,Torino",3.36
"Corso Dogliotti, 38, Torino","Via Verdi, 10,Torino",3.51
"Via Cherasco, 11, Torino","Via Verdi, 10,Torino",3.6
"Via Cherasco, 15, Torino","Via Verdi, 10,Torino",3.65
"Via Genova, 3, Torino","Via Verdi, 10,Torino",3.39
"Via Santena, 5 bis, Torino","Via Verdi, 10,Torino",3.75
"Via Santena, 7, Torino","Via Verdi, 10,Torino",3.74
"Via Santena, 9, Torino","Via Verdi, 10,Torino",3.74
"Via Verdi, 10,Torino","Via Zuretti, 29, Torino",4.18
"Via Juvarra, 19, Torino","Via Verdi, 10,Torino",1.62
"Largo Polonia, 94, Torino","Via Verdi, 10,Torino",3.97
"Via Cherasco, 23, Torino","Via Verdi, 10,Torino",3.77
"Via Ventimiglia, 3, Torino","Via Verdi, 10,Torino",4.02
"Via Ventimiglia, 145, Torino","Via Verdi, 10,Torino",5.34
"Via Giulia di Barolo, 3/a, Torino","Via Verdi, 10,Torino",0.52
"Via Verdi, 10,Torino","Via dell'Arsenale, 22, Torino",0.93
"Via Verdi, 10, Torino","Via Verdi, 10,Torino",0.0
"Via Carlo Alberto, 10, Torino","Via Verdi, 10,Torino",12.45
"Via Sant'Ottavio, 20, Torino","Via Verdi, 10,Torino",0.36
"Corso Galileo Ferraris, 29, Torino","Via Verdi, 10,Torino",2.54
"Via Verdi, 10,Torino","Via Verdi, 25, Torino",0.14
"Via Plana, 10, Torino","Via Verdi, 10,Torino",0.58
"Via Verdi, 10,Torino","Via XX Settembre, 83, Torino",0.61
"Regione Gonzole, 10, Orbassano","Via Verdi, 10,Torino",11.35
"Via Ventimiglia, 115, Torino","Via Verdi, 10,Torino",5.0
"Corso Unione Sovietica, 218 bis, Torino","Via Verdi, 10,Torino",4.58
"Via Filadelfia, 73, Torino","Via Verdi, 10,Torino",5.07
"Corso Massimo D'Azeglio, 15/b, Torino","Via Verdi, 10,Torino",2.29
"Via Pietro Giuria, 15, Torino","Via Verdi, 10,Torino",2.29
"Via Michelangelo, 25, Torino","Via Verdi, 10,Torino",8.42
"Via Sant'Ottavio, 54, Torino","Via Verdi, 10,Torino",0.63
"Corso Regina Margherita, 60, Torino","Via Pietro Giuria, 9, Torino",2.68
"Corso S.Maurizio 31/a, Torino","Via Pietro Giuria, 9, Torino",2.45
"Largo Paolo Braccini, 2, Grugliasco","Via Pietro Giuria, 9, Torino",7.25
"Via Pietro Giuria, 9, Torino","Via Quarello, 15/A, Torino",6.29
"Via Pietro Giuria, 9, Torino","Via Po, 30, Torino",1.95
"Via Pietro Giuria, 9, Torino","Via XX Settembre, 15, Torino",1.58
"Piazza Castello, 9, Torino","Via Pietro Giuria, 9, Torino",2.13
"Via Nizza, 262, Torino","Via Pietro Giuria, 9, Torino",2.4
"Via Pietro Giuria, 9, Torino","Via San Giacomo, 2, Beinasco",7.16
"Corso Massimo D'Azeglio, 50, Torino","Via Pietro Giuria, 9, Torino",0.11
"Corso Raffaello, 30, Torino","Via Pietro Giuria, 9, Torino",0.07
"Via Pietro Giuria, 7, Torino","Via Pietro Giuria, 9, Torino",0.04
"Via Pessinetto, 12, Torino","Via Pietro Giuria, 9, Torino",4.65
"Via Michelangelo, 27, Torino","Via Pietro Giuria, 9, Torino",0.14
"Via Pietro Giuria, 9, Torino","Via Valperga Caluso, 35, Torino",0.16
"Via Pietro Giuria, 9, Torino","Viale Pier Andrea Mattioli, 25, Torino",0.6
"Via Pietro Giuria, 9, Torino","Via Pietro Giuria, 9, Torino",0.0
"Via Gabriele Chiabrera, 27, Torino","Via Pietro Giuria, 9, Torino",0.68
"Via Pietro Giuria, 9, Torino","Via Po, 18, Torino",2.03
"Corso Regina Margherita, 211, Torino","Via Pietro Giuria, 9, Torino",3.82
"Via Montebello, 28 bis, Torino","Via Pietro Giuria, 9, Torino",2.42
"Corso Massimo D'Azeglio, 42, Torino","Via Pietro Giuria, 9, Torino",0.2
"Via Antonio Rosmini, 4/a, Torino","Via Pietro Giuria, 9, Torino",0.71
"Via Nizza, 230, Torino","Via Pietro Giuria, 9, Torino",2.34
"Via Nizza, 52, Torino","Via Pietro Giuria, 9, Torino",0.57
"Corso Bramante, 88, Torino","Via Pietro Giuria, 9, Torino",1.18
"Corso Achille Mario Dogliotti, 14, Torino","Via Pietro Giuria, 9, Torino",1.25
"Corso Dogliotti, 38, Torino","Via Pietro Giuria, 9, Torino",1.4
"Via Cherasco, 11, Torino","Via Pietro Giuria, 9, Torino",1.5
"Via Genova, 3, Torino","Via Pietro Giuria, 9, Torino",1.3
"Via Pietro Giuria, 9, Torino","Via Santena, 5 bis, Torino",1.64
"Via Pietro Giuria, 9, Torino","Via Santena, 7, Torino",1.63
"Via Pietro Giuria, 9, Torino","Via Santena, 9, Torino",1.63
"Via Pietro Giuria, 9, Torino","Via Zuretti, 29, Torino",2.07
"Via Juvarra, 19, Torino","Via Pietro Giuria, 9, Torino",2.71
"Largo Polonia, 94, Torino","Via Pietro Giuria, 9, Torino",1.86
"Via Cherasco, 23, Torino","Via Pietro Giuria, 9, Torino",1.67
"Via Pietro Giuria, 9, Torino","Via Ventimiglia, 3, Torino",1.91
"Via Pietro Giuria, 9, Torino","Via Ventimiglia, 145, Torino",3.23
"Via Giulia di Barolo, 3/a, Torino","Via Pietro Giuria, 9, Torino",2.03
"Via Pietro Giuria, 9, Torino","Via dell'Arsenale, 22, Torino",1.74
"Via Pietro Giuria, 9, Torino","Via Verdi, 10, Torino",2.11
"Via Carlo Alberto, 10, Torino","Via Pietro Giuria, 9, Torino",12.2
"Corso Galileo Ferraris, 29, Torino","Via Pietro Giuria, 9, Torino",1.44
"Via Pietro Giuria, 9, Torino","Via Verdi, 25, Torino",2.12
"Via Pietro Giuria, 9, Torino","Via Plana, 10, Torino",1.67
"Via Pietro Giuria, 9, Torino","Via XX Settembre, 83, Torino",2.43
"Regione Gonzole, 10, Orbassano","Via Pietro Giuria, 9, Torino",10.06
"Corso Unione Sovietica, 218 bis, Torino","Via Pietro Giuria, 9, Torino",2.75
"Via Filadelfia, 73, Torino","Via Pietro Giuria, 9, Torino",3.7
"Corso Massimo D'Azeglio, 15/b, Torino","Via Pietro Giuria, 9, Torino",0.2
"Via Pietro Giuria, 15, Torino","Via Pietro Giuria, 9, Torino",0.19
"Via Michelangelo, 25, Torino","Via Pietro Giuria, 9, Torino",7.87
"Via Pietro Giuria, 9, Torino","Via Sant'Ottavio, 54, Torino",2.55
"Corso Regina Margherita, 60, Torino","Largo Paolo Braccini 2, Grugliasco, TO",8.34
"Corso S.Maurizio 31/a, Torino","Largo Paolo Braccini 2, Grugliasco, TO",8.0
"Largo Paolo Braccini 2, Grugliasco, TO","Lungo Dora Siena, 100, Torino",8.48
"Largo Paolo Braccini 2, Grugliasco, TO","Largo Paolo Braccini, 2, Grugliasco",0.0
"Largo Paolo Braccini 2, Grugliasco, TO","Via Quarello, 15/A, Torino",5.86
"Largo Paolo Braccini 2, Grugliasco, TO","Via Po, 30, Torino",7.85
"Largo Paolo Braccini 2, Grugliasco, TO","Via XX Settembre, 15, Torino",6.88
"Largo Paolo Braccini 2, Grugliasco, TO","Piazza Castello, 9, Torino",7.49
"Largo Paolo Braccini 2, Grugliasco, TO","Via Nizza, 262, Torino",7.01
"Largo Paolo Braccini 2, Grugliasco, TO","Via San Giacomo, 2, Beinasco",4.18
"Largo Paolo Braccini 2, Grugliasco, TO","Via Sant'Ottavio, 18, Torino",8.06
"Corso Massimo D'Azeglio, 50, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.27
"Corso Massimo D'Azeglio, 52, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.25
"Corso Raffaello, 30, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.24
"Largo Paolo Braccini 2, Grugliasco, TO","Via Pietro Giuria, 7, Torino",7.23
"Largo Paolo Braccini 2, Grugliasco, TO","Via Pietro Giuria, 1, Torino",7.28
"Largo Paolo Braccini 2, Grugliasco, TO","Via Pessinetto, 12, Torino",5.87
"Largo Paolo Braccini 2, Grugliasco, TO","Via Michelangelo, 27, Torino",7.26
"Largo Paolo Braccini 2, Grugliasco, TO","Via Valperga Caluso, 35, Torino",7.26
"Largo Paolo Braccini 2, Grugliasco, TO","Viale Pier Andrea Mattioli, 25, Torino",7.53
"Largo Paolo Braccini 2, Grugliasco, TO","Via Pietro Giuria, 9, Torino",7.25
"Largo Paolo Braccini 2, Grugliasco, TO","Via Gabriele Chiabrera, 27, Torino",7.35
"Largo Paolo Braccini 2, Grugliasco, TO","Via Po, 18, Torino",7.74
"Corso Regina Margherita, 211, Torino","Largo Paolo Braccini 2, Grugliasco, TO",5.9
"Largo Paolo Braccini 2, Grugliasco, TO","Via Montebello, 28 bis, Torino",8.07
"Corso Massimo D'Azeglio, 42, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.32
"Largo Paolo Braccini 2, Grugliasco, TO","Via Antonio Rosmini, 4/a, Torino",6.68
"Largo Paolo Braccini 2, Grugliasco, TO","Via Nizza, 230, Torino",6.96
"Largo Paolo Braccini 2, Grugliasco, TO","Via Nizza, 52, Torino",6.74
"Corso Bramante, 88, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.1
"Corso Achille Mario Dogliotti, 14, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.27
"Corso Dogliotti, 38, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.32
"Largo Paolo Braccini 2, Grugliasco, TO","Via Cherasco, 11, Torino",7.09
"Largo Paolo Braccini 2, Grugliasco, TO","Via Cherasco, 15, Torino",7.1
"Largo Paolo Braccini 2, Grugliasco, TO","Via Genova, 3, Torino",6.97
"Largo Paolo Braccini 2, Grugliasco, TO","Via Santena, 5 bis, Torino",7.29
